Account,Token Account,Quantity,Percentage
JAUUwx1CiGC5LFGLVdTLtn6ABmoJKFGqiw17147Tj8a2,rMFvoUbNQuJG8bhjuupoWeyfCWkAXzqBo9gZGAMw8en,13134.64,0.00
CTnCjTW8dC5At4ddZJy36Az5ifkKS2xBTWMShy6bdYZr,DBAbCDMsF13tLE9L3E8KvCm5b1CfLXUBSfiWtxF8PPEA,13128.75,0.00
58Gbvhu87Do6nhTCpbqMAPtmozCAJ7e2xpPT1QL2rQYp,AZ7e7dM3oKXbnrJrEeaGyJPhh4YMgK73kRZGfivpvZen,13110.78,0.00
pKXMuRH4eTFn5punFfjMUjzpTvXKbQzwjX4VCfUbJeZ,CVQmyYHYVEhashD7bqLhPV7n9Pqsqh8RXQdJQeKACaKf,12864.24,0.00
2ByozyX54dixDdhhcfQfFRW8XLz7tbk4YFitBTecWeCb,AZM12NsAS9w1V6VgTY2q66KPryz4hAu2mmLbQhx47knr,12766.71,0.00
BSk522bJ1oFBW5hTunjRuEjcTj4pS4uCB8bDBvDCdLHa,6ff3RjgFmW5VVawhgmWyzTJay2ee5eKMHK7PyjB7byih,12694.89,0.00
5ZKTZHQ3Rqm2gacUYEhkcHkps6SuM9EPi6W93PUvSty8,31ASa87fm8rPK7rr6DcbdQxXjuLAy4TSP4AwrzypYsWY,12638.44,0.00
5v6RBaeUrC2trPT7YetHwKCVycXon99S38iLwfoLHmf,HEXK9HiGdTUhZxZHKvLmmWFY3VuZbdXCk3R3pf16J1RZ,12619.38,0.00
3qVfALLsSANME7UkahVVzxAt2PcDsBFyRbZbL5mjVJsJ,FS8s2oYEV1wdyoB8hd3wb8aq42XUEfEpZCqZv3hyFf7v,12616.44,0.00
3apZEd6y6UPW3BPUgBMy5E5nUWuaxRhKw6mW5VSJw9FC,7NtLByoMeNd9QX7WTuyqrBuqhb8gN6DLBfkTtHqaQZ4o,12547.84,0.00
CBbiN9DsEN8NmpuFGPbv6TPpALP4XB2tDJXgTYSHqVA7,6aepaXCnsufhUXtGpec9ppPKeJCQ7PaWVhbivSCbnUXf,12500.00,0.00
4ZkSe9Eo5t4RhNbkeqSo7es7zGweJq12eoERKSawzpFa,Ek6WYDawNtsekMGUGxXNCpVnWcPddaRMSqc1V3wra5sz,12438.71,0.00
3gUJmwhv19oFxSTPanKAsAFkegKr5YzSQ9AkvPuyL4uZ,6m6yYPAZWVsWt61AihBL9kMRDNbne1hoAucB9V1ncd3h,12394.87,0.00
DMZZsT916yMcMMc7Letg9DEHrhEzTrBjWkocoYEVsbJg,CM4GtP664A8Y3Y4gdQJmxGdAhyA5bw4XrpZMMTdejmrA,12320.91,0.00
DipVqjebsEbiK55KKZEkEMEzmpdJroxJMMyN2uQewCr9,2QCmsJ75CEZiPRarCKkrxXdjGHUuM1Xm2ubiifqZefjV,12039.58,0.00
Fd8fdeNsPpo35c6iiZNHsyV5ak1vb6ZqYGbVdF8noUhR,BPAnmWCxLDSbhf1nnmkdK7qwk1dVKnptT6YFwTdvHYLo,11983.54,0.00
32vQE24NHMHFgwCcaxLRQJBYVGZksTE7bMcCnGwZvAbs,6q1tc4YS1FxqdeDxr4dDdmgafwRomgXJAYKVPH93xugE,11943.14,0.00
7bcTG9Dc1gPPAyRFqm1xpPjiD94GfWT1yoxq6WCh2gdc,PmHko7mTiQdTPHn7LHPWXUdkxjjgyrEjCDTM7VqA9bq,11888.36,0.00
BT2C2J3tdm4rfrGnhfPhWtY8b7suREuEcT5xktQBxcM4,4sYincXnSPqPKSywtGQavdb9V3L263kkkGQ4k1beF4Ub,11792.54,0.00
7Pjg5qKn854BbFBqQvZvTWo44wRLG3NaMYeYPL4t5f3c,J7SKwQCjochWrmjzj2NKNY1kaGJvfnHiBuf1Bgi4qgQw,11577.64,0.00
HFCeayKk3kMXMKzPHUpGUiSBoJ7xE9qAy5we8CiKF67G,HC31pK2XyG7XbzhtZSHXk8vqsqH4QT36pfdmotDJBNq1,11322.46,0.00
Hum8kcnb2xMEcfXV3Rfm3SgNTQy991DBUUzy2gLtHCQd,BJncUsyb6mmHPjSAaeqzAB5zKG932oHsLaZrC4S1usMw,11291.06,0.00
HVKmnDUpsKg4DvHGpehnBqgAuKtgVdoBT3JCsWNZXdBM,5BkZiHLctsb1v6kfqWF6y9Mt9X6Kik8PCtq9gn5AWp4R,11267.88,0.00
3SAAo6ohwLr38yUQ4fnc3Zmi8GeC2pg1cxL3YeCnmEzY,7bhkyDboXgXKV9azFwk1NvTS1Xgqhmz7GZwANsiVBu1i,11164.99,0.00
9wev364XCvZVa2csUZKqemY2jUcT74mvEc7ngb5Y7hAP,2aCS6DaJnci2orkU2bJjfAeyBZ5hkcWYrkvrnC6pZQxz,11149.36,0.00
HPFsEwA2NiTt8Fzs5je19Vsj2sipmQzUgAk6JbQdFKXL,7Pu95XXg5AhvK9hpAz2u2gDVw8GZMLAQtCYYX12Aak4M,11117.84,0.00
BvCsYrpfg9sxuC7UPE4NbYPBDAHqc7swN2PV2u1qFpSB,FvaT794Hjmjv3ie5tycjfWQR7gaW27yTnnrLtYu2hcDi,11086.96,0.00
HPfaT8DzyZBvy62UffZ3qJpUCVCg6TdTvTwfRt1WQAgp,A5HQFr7dUwyoQYbu8wG5dAH8UHsysZNdtfXJNpk4jL5M,10968.70,0.00
FVkhCV2Hex4SxMRTkq8Qwr9ntS3HJesUVDsiSWVuPz25,DBjWppdv4uutiX18j2xKfphYWvmiCxJiwaEBtTmZ8TqW,10850.76,0.00
AjSy5JZnRx68EK3nzZFyRuH82e9HQ3bwZxKF8s8L6xC3,8jWvhDH8tccgYNRUL99MUizu2zC6WADiPuB1ctjuJUWw,10774.98,0.00
kjdwqUbo2Ute1PFqeLc6qsyMzmacSAEdELkpSBx28LJ,EVeaufyT3NPvyi6jQeBjzY9p2oK43WvVPT3r6JYrLy1R,10706.21,0.00
3VeFK1vHahuEd8ELqw5SHwRoQ1Nrwf9nrUsdtB9brYZ6,EdTL44ozhTAmtXf1nLBvjPX3Tk9YTKu5WaH1Ag3c9NiG,10520.16,0.00
3mEuZ6nPTie1h7xcCbfvFWbVjozXbeSZ21BhcKeX4Pwk,9cYXX8ugLEGQ7HWJ498t9D29h5VmjakEjJxbSctFoZ1M,10485.88,0.00
EWHHjG8rxCDW9uyv1fPwmXdGH1sofVZtfFefED1aS8Us,Aims2iQt5Bs7BbrnwDMiKv2YfdwUjHM3nKsvWqjurs27,10413.51,0.00
amdX7GnCp5W3fzd5Qkev4P3WX35NZ1TRyYQPPqkp3ty,EABS6UzZw4hUu9Ahr8URYq1e8jVjJcXmyz3Gi3u66huG,10408.19,0.00
8gkm3m2VG3PTaawKG9ERNh9M2rAQPGFxMBwJ8wAvcykC,7L4Ez8g9CQzn3wM2iPhHoW9pbcAxn5Q4w8FndNjgSqAs,10259.39,0.00
MJfeKT7ax7EBw7X7exrb9iy7Xxr3S282d4RtGG4FJXy,GRDWUFSSnFPb4QZwyRUiaYQ7s28bkHvSFpTTdH79DgD7,10219.97,0.00
2Q1AApmjLK1kGfqpmW2pC3KgdtXFfESykAkV9kgr5oKB,5kAJ3v5xqjYR8qanJqoFRpX5ESghBp4HjFST4Soh1SEN,10203.69,0.00
9xUBdGMUpi8ZVfZtS1QuyFAR9GxALasFdG99L5XQrPra,AwRNNQVvoDpSLfGd3cN2QLrxNv253k5FNcwWACqzr1ac,10183.21,0.00
9vduBxBZcudXtp1Z73j71eqGB3ZYehgAr8v6A3NuXsHD,Ac9XaHuipxGx53LxcgYxDoEB2Utya6hZDfvrEWXSZqws,10173.97,0.00
G6sc3k3zZAL1JDin2sU2MnD6scJbi1givayV3F4iFhm9,8jLd2A9Fg8SBvkmpDd82VaCPbSiNiYqKZN4HXFFnWtXP,10146.38,0.00
3h6hiC7c1kUMkTp6jUExmSmsWhVNZkHK5tA3zv9CfY5t,3LCWggovoGTJ2LPgbH8VCUSqjRkNBMudVXqKAxoKP33C,10119.68,0.00
7ABb1RNBRBPWAMXAmUMocWJ5Krp23egC3WxyBoZ5xUmf,HVxxUagY2hsKWNpjPpLYWmrZg8kwZG8RezMMyyeH2hoK,10072.61,0.00
GaYo4ve6vMXCNg4NMrxvTtWR28hACu5Kym7Et881DMfU,GP2YJHYdK6aaytFtKGgHjNqi963fQe3DEi4tkctMXb1W,10064.68,0.00
7uQnRnDrtpMhmYvtHxgFjogQ7wC5sEyCMnazxVdGxhXo,6zaQZvp5LiGVfg3bnmi5Pzm1uhXVfhXEnA79PEonwop7,10001.63,0.00
945QLYdsZxNbM1xmizKnxge76oy6Z6V1WE4CtqCpWG45,4tYqWwbjQCnY2cu4hFwLnBXFheUVTHqi6LbRnrfW6kAL,10000.00,0.00
EFzXY6WBiVLDNfgN69LtCELFi6XudnYAqHYHQf4KFXau,C7AzNbeQSg4fWwHcMzSQYwQbHU8mCeR5msMa4rjtMr7X,10000.00,0.00
EX6osNXvhA3yFfaJg2yDqzXnmGnsZEuk4dvoz4uhex7P,GzD1oz55GpumTNzc7BnSjowb8ycqaqudgchR96hvgfhf,9976.01,0.00
5dLn9aa1neTyGjL6W6s9pETwTEN7mU8CH3N8dCQvyQj7,FNiAjS4NE2txkwvAXNtTZchHp1UdAtJhgs6vWhS49dfb,9967.04,0.00
Quc8p1jsGFDij65S66YAp6CadEdCFADDEaDvszKbrPY,7iPmjutGDyLubszC36uoy8kMN1k5vGsXWdb1yLCsc3ME,9849.87,0.00
4PxwsuQKQzUuSwifLBSmrd4Z5w2hjFqTZpXDvnSZBPEN,E3WHDa5Y1dg1pm61YuhubxYu3rMHBDWiMdHWiyQzmRuJ,9758.40,0.00
FtupAD5duH8Hmys5uoXSQBZ6jBoYJG8f5GBCysYvwz8N,Cx1rjKphaHcgZkLxMgqdE86CjHwCj58pJgoiunitQhmr,9737.90,0.00
9HsvEbERDgpCY81biFDjazafQDmCqK16trW5GiCTY9J1,DjhugHmoLVuJQx6Ehd8smhaVaS4FoyrseNDS2fG24Udb,9678.15,0.00
JDEnioBYg4fPgw2LjEo7kw87Y7TsD7Jw6WjkkeYV1u8S,H5MsKydN1SD3GZ7ziASvR1ytXUjhEnSLcjUELUH14RFF,9678.15,0.00
5PkQ3qvoaKCdq17HK9e8PwnvB876oMhnpE9LYJny1KRC,FunvgroJd7vh4SPvhahoE4HvQq3haQLMcPbLhEUEhE1W,9582.75,0.00
8KwG1YWsXYe8UCHMe8tdzbgzsg7PHgyNNp2N947ARTXF,9ZFN13NMnibx54vkntinm4dUJF9FySCxiGDC2vb1Dq2c,9455.39,0.00
3WyAw4A839nWnVisRfVMsxThRoE68NpRogWkx1YtRPV7,59upyZ6hgfDHd8pCUEvH3Kmx3MNnz9Arm5ZxvhrcwmtU,9404.72,0.00
6a18m6Mc7M2S31K9hfUNGz6ihzaJFR6rnb5LQCqzmt6V,8WJL83DjToF8ZNowf7sS5k98G84a3hX84EMqAKM1ypMF,9392.45,0.00
Swn4gBy82HwDPGQmoELCKJAqGbGMAxFHegdus5h1oTU,6SdoPpCtrvU7GtzxU42vPXN1XGF2AuWeLj7fQkcowEtw,9351.15,0.00
J8W2NjZreohVomU8wgA8Z36r97ECJQ4P6PKtJJmfMUt8,97DiRioLmboiiipZuUQn2x4s4SMtGBEAwMn6aDfhQLcu,9325.85,0.00
Z51iqMuszpZWH7WFLdNw7dP8DpXurYGoYinwH7G3wJR,6au52dnkzrjxcmPE35ohVXE7qE43k7WYnLYgg6VfrrYV,9226.97,0.00
D3iyh51KDxaBHXEqTSJ1ExABUFSoFcxxKTciTHWuwUPT,BbENLGFrdEC7NGrP7kdzaZxBEsFhsuBoDQ7xbLtbSt9j,9018.94,0.00
CiAGL4jxswyM44EWHpo2UTmjDeLVgHZ8QYQQrnDcU6L8,EyiZgvJor9XRhXNckNxwCfHw4jJaSCtwoq72DJYddPJV,9000.10,0.00
E92Cn6hoiDh36NFmLGoQFZgFUqwnpLoZaJNATat76Buo,9a96AGcZXo9pCZKL3rP99FhXnNe5WniegxycgCA3QRdJ,9000.00,0.00
FcvqCu7PB6QvBsPTvKsKMDwWoBUMqxoWaEbav1GLrGkq,ACCYcihMwhb2LmJNYtaYzpYs16p7ievxFkeL727UtZNQ,9000.00,0.00
4NFVtkw7QML2uq8LgPA1TDNdXt98D6rhPNaoKgAfCG1P,4oqYugZFdEbaMxWwEj97scHQkWU5ZVjh1Jz2r1HQ9dqJ,8888.00,0.00
9fSbykFzzn6gcSQ7TvMUk7qbCH1WESAqZefnGLD9W5Ct,BhauxEQhpTjjoWznkogrBsga17KgG7jd9DKWxT547FCy,8783.90,0.00
86P4gX74kniSEVgDvkfjtbDJDb5ijPZ2Xjyi54N33zdX,2kbGzKBBsYCe5WZYURWjD4QVa9QtrDb8PA72J674KAGp,8752.46,0.00
DiSE4j5c6zzmchMDFdNxMgMhj1MoW1bPwcQ5JG3BxVRS,HUpUqDBUa6nwWokn2gPHyt16ui11Q9kyvMt9YCDjjGTq,8528.89,0.00
285kXcuNXTGKSuZ1ia66jHsKZvdpP7WwBzUTrsNVVSgK,CoLSpQZ1FaYW9iPePNc3njt1MBJ6TxEm4rxR9xZJ4Lvy,8464.03,0.00
BD1HSaCsjhYyT3L6rV4TCWd5i2seWCXctKrfru8D4yLS,7MvKSvXjpXUgroy8tNMX8RYvzvQ6Uoaj89GVvwuai25x,8459.86,0.00
47Ra59B9xhvCd1KQKw5yU2dgfrJ4b9esyzb8MMEbGqjB,5tji63GHDRRjYUJXRpsrvKhtCTLrNNe5c4VrbxVMngBf,8459.27,0.00
BVeqYqRPZfeEutp9KdPivAN9jY1ftNxkwhieNyYHgapQ,88rBZWZGfzDoifqU7tdreUcQe8sJw85wfncLUbmTEgVm,8455.70,0.00
AoaekNhqa8nBMnx4Peh1bbKhemJagutUUpgksU5HbM8j,8YpLSUUEBEVbxhGN17oSzxY8prL4iTC4Rpb4EZ1YoeHH,8386.96,0.00
9mbSbGPJghUutCTotNGbtnwKQXFwJCLbF6iu4JS9k9g8,DjTmYU1bGFES97F8sTsSZxHi3TN3jNBt7sFUKwMup9ht,8354.86,0.00
2MNePgecKTUu2eUKXN3kasALkQoErmq5gs56yYCNVrTN,FaM5KDq6f8EpgAnqZFMzxxveid9NPfEdLGHiA8QHjUC6,8335.50,0.00
3zP2xteqot5rZGgsLVpCmXP65sUwVVDhzqSzaiuHGGbb,7EpHUTNqUvJ9NrsbdKJnwq5wuSwB9jvzzb2Vzyq13WrF,8320.58,0.00
2HHyaex5G2uJcgxkMiRtGF3NYB7wvdtvV5TWssrXGgzr,4A99YLGrNqs6ijqQ6bKnP4KBy7ZUfkycj5ZTta7dk4Z1,8305.15,0.00
4PMurQBfF2w1u9MHM2TPtZD3ney5udQLzM7EmCd8wYxt,A7N74VF9w4pn2E73jUN4mm466kr7YF6wiqrfPM2bEx4L,8205.15,0.00
4f9Rru7LYgb3CqKwgQEFWzxdj9GLFK18HTE87Njk8b7R,5ddBKLgQinPgE9bCG4sSBHTT86NSaPQeTsq1AukEdxEA,8202.16,0.00
6P1iEKQhGZdPPRDjhFKvu6gbYiVhPUj5ax76ES72y1Uh,CwFCnEv3wUuwmCb7VaAnspk5n7d2ejJnox1kKLenVp5P,8185.56,0.00
4NyReckPEam5o7rTWXK1dnkq1ZDcB8LuWeQVezsK8Z9e,DzVzaeeCsJ5zmgooBXVj5yh3fAXDrSaUSDtviySAppFQ,8183.15,0.00
HAA7dp4wQ16ToUG1AMvVapakFVuRhywNcBWwvdRxnNbY,DjjqrWufzxxuRPjyPsy6pDTA7vb4Aez6kdsD2Uyy1n8J,8114.46,0.00
7kTGY65X47y2PWVLMaxjonHQC2uW4qCnPYaqdCz3mBtF,6ZkZAAjwhfGzGerpVSfGGQXuMzpt8acfbn3YHdqxvhZk,8078.89,0.00
LkE6mDn3bjEtJWKhTzj7M99BTNBoWkM64QDJKoExbz3,9PaLCqq8xvKGGy4RMruojynF8R6yAUt3RrFf5ESWvZpB,8026.44,0.00
F4YdgnaopBwuq71GErSu8fxhkStnEgfGdgRRVqV1VCPh,Cp81gZE4oSibqKnYEf34ci3XivNJpknUvNig5u1hPaJo,8022.92,0.00
5fBAxjGky1FhcpLvT3ViiTp2y66yJFJfCCqKerySVSuD,7kGbrpA3JoETgtPGrUw3DwFBz7GYgp2HA2xh5gaEVBb6,8014.05,0.00
6zAyqrwZkC4d1yU85iSHPFW1CARNASW3jQeYSv9812m,B7gtYV4hbyUTNy5RVi4A2JNV8qvhAJcBhKnV8fcD7DzP,8011.02,0.00
CtPQdhrSX2KCNNq6NHEzEhx2FvB8McYGg6VyPM4gMsb1,7rBREEchAwiVLp7M35YoBBZkkC4TWqFUePjzzU3VWeLd,8004.30,0.00
3P2k6BhjUpywmBkp6Gx7bPL8uQkx1p613gD9NBMXoZW4,761knwwfexXyX49z3wbJpe6iMex8XfUiAkyevSkG9U7p,8000.85,0.00
7TaBHvMpNJqUzf3MEoGhWfrhBnnXFqJDcfP6Ji5t4NzU,6N62rLcyvzCSXNCCUQcgvw1dHMCCR4azfx1nor1YwGzw,7999.94,0.00
DNbBrLMd6QxYQqYeV8rZ4P2qpZqfAk194GxcRZsC8SzG,BugRD69c2sriTcpfRm8Gy85zgByaUgHzRhHmzZMXLmWV,7960.66,0.00
7gfrTHcrZMT1bDXcnAA4EU13iknCoQwQUb41ajjrBCRe,22YBvWQGyKqYN2rscMip5FeMqXYkU7vnNaJzUheQ9gb5,7947.66,0.00
3k9fNbD6MnHumq3RvAC5VXULWSqB5FBFgBWTnXZn8M8d,4B9ZTeLATt1562agSZi8caREcVDX8a7X29GSFer97XLw,7778.09,0.00
ABVRTBZhpNuGoiay9CXfBNa9pQcFtFcRHjcgG7zyPekK,AfZGQkH3JokiT5b6LY3UvbckXoKSSMbt4qC7BGHMD9HW,7751.02,0.00
ACXTu13fwiV2pduq7JP1tpXgoyERezDhVk92kVkvpdsr,E1mGcZ2dpsEnPk1TmeQqyrjgFiaKoMkdNjGBPsot7AhT,7739.80,0.00
GxkXGe3YcqBdEgBrBh19X3wkLkgJXK2jA4k4nioW2Yg,29WrAbrHESTTp7aPgMrYTtQm5Dt7KspG1rufX2pQ6nXr,7669.39,0.00
55Cbpa5UMsaeQr8Tg4yetWys2oLrdRDEx5Y6cWRWg9y6,4rjDRcn9iHFrS6q5dSovmuV9yeZe1gTPtbEx4n27Z6zw,7640.18,0.00
A7vZwZTGPQtx1fcnPBo6FKwQEwL7ZRF1UzKZgEvePz6U,58scoPAmyeaVQmiYLAzLuUbh8Bx1LM6ZMUZNcSGJCaju,7555.00,0.00
CjCks8Q6VSkPNU8j6FPreixyuJdcHbLokp6BdTCbcu9W,7TCQZJoQ5KbMuNBh5fNW61yr5GYU4t273sAHDxng28u,7522.43,0.00
3wP96vcSSuYzBPDjqgRNjv3Wd8NRdunGMp7z6QNjKCxk,6jxQssLZCN8riPRw3cUgqEyaUE9UxvEFhk5fpRtvsB4o,7494.00,0.00
JDcF9m7p5rwDcfhvqPw3cYqKGn2iA4T1uBnATCJfWy3,DdZQHN19iqmL7q2WZfCayxeWJ6nfTQ382rkG2t1TfnCZ,7482.46,0.00
9SFzuv4thiXK5eHMwNRGipPCAki7oBH1dSd9tmZ6MCjo,Bf75Ty1H5hnTrAPn9mu8CaTRnYexG2n4VWBBD6BNLYXS,7448.33,0.00
DTuM8rsoRSKPsQmfKx5kasYnERcWhrnKCZKtN4EaTbsN,G7os4iR22JESS6qGf4D3wCG38K1V5DmbrbnBmzUjt5hC,7333.41,0.00
BcNfYgoQxkbPGcgnxBep2Rm6EokiBUQjcir6xa8NdHsH,54F8Gp53m9rQny7FzMAeM8fBZCJNPP8hhyBWRVkYUAcd,7259.23,0.00
7W4YUCGg8XRNXXaocJf7vPm2hLPdaFWhdWfdhgW7aTZF,s6JuKhukR6XNwoYjBX4c3BdV4V7myAL6nR4ExgeYtw6,7241.29,0.00
3EnGJDWxPbDbaBuG4abSL7466gkEAaEpEAjx5mut3LYP,6zJjgkpVaQZcNcC1GJwaznytmcxdUEP5d2JoxS1LXwg2,7096.83,0.00
4jByW2Uc1Q2Wex4uouwjaVycjDPWKp3cPjmtK1NhQ85G,4sw3aLV8qoK5Xr19S9qF3cy8z54utZ1vQGJ9V8od4nqw,7068.68,0.00
Gq7z9yzSwTzzdYuMAdyeQVGpy1V9FvETGgfnyQQwFouG,CRzvo97FG43ik9r7ch83iVMcYfGr1ibx7coS41E3gE8d,7060.28,0.00
9Ed8coHn18xeaGUy4RADjbLhGZZmG1iRDST8qkaG4R73,NN4NHVrV7AuyfWYoKktABQcZisZNNUNRitLmWRrGNnB,7035.20,0.00
G39itTuLZcMu8jdcDEo9oqPzQPWjoi8qejFfuf9gUJsS,32kZ5ndyxtX4tdh32T4mno3EoXxWBiPNE1182kBUsQJ4,6964.08,0.00
GcWFu3do6qCbuqEh3NDsy4QcbvoHTHiYAi3XbNv2MV83,FhMnp9vC7HFPhKo7Bwo84BZKj7wMaEz394XEpy1Sym4V,6905.13,0.00
47EZSpy4Ef1zrMydK3BJ8j8NKhbVVaG8SYcyJfkvXzLX,7sRwLBc4MKy4PdfRzN5TcAemJVSLcSDnH6gdyekmPmVY,6853.82,0.00
AaNy9cBWz6Lh6qzFVZjhmsfcVY9aewooKhUebaHJa3Jz,3CZdppdBgyqqvUdx872wZnsajXD6w38W9zhUKxeXc38L,6817.07,0.00
6TYuB37pTYXLNpJwbDa1oXPnhB6JKos2fVammj4y4BC1,BUec2rPkKxehXy2HcTFzn37c3GuAwkgVV21MWyqZdSZE,6778.06,0.00
AmWvSVrkRTuARjMHYBSUzrBt1M7XrbHuvryi1stNmQto,5s9iQyLJLv5FkytHM9PAZ7bBBQsQEr5xNxmFdTGABJgW,6735.38,0.00
HGieKQjkZmiY4D6o5Bde5cQfpiJx5o5abVBk1iny3ouu,ByzcwDVyn7YWECaDkGokbMhZr8ReLiaRagmPtM7HrQC,6714.62,0.00
5WJoMkRYxaazBjKRV2xktvDyhRCJ725mXvWsEoSGDhZx,B1b19aeZoVwmx5xM1qf56SzZ3gQ8ypQXzF4URssnh41G,6654.13,0.00
BiQmMJaHCf1nekuEe8MjJ45Lzex5G9pjMQo5Wy9ipTyv,4hXo62j72HSdJjtA7f9eFZjDTdMJzaZzTUPG8FmJzTkr,6637.40,0.00
svYekXXyJFL8ot22bEkmHnqCHSajBEcwUfj7LCxpybT,EL9pg7iY4XCFeSSMTAPPKyyEMVMMaV5yP9p7TNyE7YEa,6593.59,0.00
2prue76jTc7oHr1krLXZRqJJ4n34M89qmxjdkgabLwvc,2LkAAfBHGzVKXtTvUdd6C82rmtEvgKuMEmrk1hoUccAb,6584.59,0.00
5Hd1jwLBjAcCuRJiiSmfedz8F1ev8yRJjRqYTunM4SEP,7rQyVoC9nouXp7XxZ9sowQM1RmKjpRf83bn8D58AShAe,6524.35,0.00
63mWGcEhsVQwAX2sLtLN6F5sh5QieZvaSnHy6LEcejxb,BSvUwBwT11DXK4braQoYvNnwW7bKGHK8jq5ztpxLq93i,6410.44,0.00
Drg7Kiz2eeKjWnQoh5vEgrJEFQckzLrhY5WYHggSnf76,5JXiMCrvkWyyLapESbMgUY1YJFT5iGT9C85NkwHHrHhq,6379.44,0.00
5RLzWXNZuGye5J9MhQsVHsp1oDvUvfjNEbRiVrrurUMo,D5xj8gj3uWE8JKQFYuXcKuP6awnmxHPifLsstEgMMJAX,6358.62,0.00
EeJYkEFXwkpMy1y8kyfSKMhRPsyGCwM73QFpXwQRQ55H,2Aac2Z4bt5TAfn77u4YVxSiXXKR7BhVLv45PPe5ADmHk,6300.00,0.00
7dhhMw1bdYZ3p73V2mF8G2dddREP9nDMqxYuqeYdoBSj,9apSvDZdQmkHynA7Wci5L2JLxaW3UY4fJcWdjLaZurV3,6284.30,0.00
2WmCqZPjf7evWUu3tpV7nuPQBYgRiVEF4n2FBRWvBKpP,BYiQHAwmxaDr854chNCXvryBoBc13ZMbVwkKGCc9wJv6,6276.31,0.00
HmQrUG7NyU2v1h7CLpADB76RjEYu1gpa1BxZ5sqBHWA,DRoGWYtmfZDSoQ4FZUSa4AudhhUrfJgP8EhWGaZDAATu,6201.64,0.00
6wENEZMPnEwdAJ2wnQaDfFjFTVE6Wb9exHwgQ7c4YvK3,2nigDDWxyxaPdbfF1raDWS2dDxvNLPNjLfomY31H22nV,6107.65,0.00
9gEWLoyPajbcHdkGSzAHUynzY9nNiYWzjmxjHD56sPJg,D8E4gp4nVy3TmZyMqnUz42e9sLgVeWjfMaubdVeQmr1J,5955.37,0.00
CJjCPNHosT9WntGePbRfCyEe77khT13jeP9ntB9QD2Uz,7NCmo7Qq1MQ5eiPjtiR3vSkqFLEVTtWYfhvB8kS9GL5S,5953.24,0.00
AxykuxbkSYn7yarFD2nvNautRC52T4CjdkbWKVZzixrn,2QDSAHoEjiXQHYVcwdU1jbKErYBvJYeXNv8rKtiGZYnw,5946.98,0.00
BKfV52P6NadnDqA7xnm7PCpeHMQqLSb2LgEwXuragAyD,3sbJz5mPgbyBNU9Z2UeZJMzHnQst9TinZpdthpePsPk5,5911.85,0.00
6jZH2BoFkJZPMH7pxKzvpD5zp44HLb894TzLHsBx7BV,B6D9gfAw5grXUJX8sgPGzmrHU9Ksg7AGmd1YwQP67keK,5899.05,0.00
8c71rh4QXGi8hzCEcRFdjeRjpxvz1VSd2WYpqm23PVFx,DYgQ6Vwajpr6uxfAi1wXedf4uyPppgw4GBHn6eddt1TJ,5809.02,0.00
CekTn1Mm26aByHHD27XPkigbeYXjpDgjh9pPPrztucde,9ZYNLGZ6o8X3gJxRNVUaFbamK38dLZMe5HJaQpTtNPH9,5800.14,0.00
CznPaU3XvtoDxCLe7wsTdvEJb8jC55jXBFsSxK4hqyNL,5ZyNeqdjQ3HmqwAmNsXu5ptJyvAXwBNgFm8v9T37FyjF,5774.52,0.00
E4JQo4s8zz6zU6KQGyp7bgBGs4VcXCcMDxHMhwsNh4F1,8y47AncsAzqSvwbc6rfiLxPK614t4r2QVmch1FPufEEh,5731.33,0.00
9wQzWZ3LnU6uWPE17Z7bhc1vbKEsUyjrbTbT3QnKAVqL,6LEL7yk6XhHW7s36UQfkd9dgsmuevsiqvpGwnRX2puoS,5720.42,0.00
5PANdYHobzKXGuxZZFmYiAvWteNRjD9cZiQPz13ng4fi,DtCkXaGF4rwdF63nReJw23Ryemmm9MByYkTERf1msHaD,5668.15,0.00
A9dBaE7Pd76X6DBu554z1DNsXGE9GdKYzBm5cGnSnUcv,CZxGnTdz2nQinNKcndu2M9UVkZrzfonyv92KYroCH3Ph,5667.36,0.00
7Xrew3XuBa1SeQ4Ahv66vMKkxiGxyisJGFePc4j2VFhx,C3gcuAoDkV5z4VsnQ3sTszXSbE5owxduMvKLaEzwTqzX,5660.62,0.00
6M7yLNhqSm4KPBJHnJXGSqyyXLQEydJPwNCYCBxfMbXq,D6bUMn2nuHx22n6S2VGgVy6zz5oyzLqVaptWVsndZqv6,5556.43,0.00
DBWzNP775RRFqR5VK5UxQYxbAy2s1uV5TbfupN4FuvVC,8DXenX57Kgh7yCVPcDVmBjmQQZwMU4aCN7bRfdefWNwZ,5453.65,0.00
GoqFiYPVqBixkvxwnbJD1kpRi9ztmj85mrpecEEj6r9y,HjkQFYjrCCERmqDdkqb7FuiNyHwLyseJZgiSrpK2TxQY,5451.63,0.00
CbP3Jnx3NfksrNdKeHuF6Gwe9AYUabVKVn58kj1pJHwL,DDWffj295WDzSuKKqdbukUk22hUTbYg4dcoEDyRaSmu6,5414.05,0.00
4xDsmeTWPNjgSVSS1VTfzFq3iHZhp77ffPkAmkZkdu71,4mc178wNwUaQuDqHrynjVkK7uPWvK4f5NU43reUzQoCM,5400.11,0.00
